"";"ID";"value_mortgage";"value_nonmortgage"
"1671";"258-71-2645";398870;12378
"1672";"167-90-8430";168830;6947
"1673";"839-99-1739";0;2671
"1674";"347-60-5725";0;6302
"1675";"577-30-4928";0;33934
"1676";"557-35-5195";875051;20219
"1677";"504-90-1901";0;11355
"1678";"454-21-1703";653210;22616
"1679";"159-58-8776";0;27176
"1680";"664-98-7694";0;33838
"1681";"682-93-4985";0;26014
"1682";"463-76-8584";502766;7911
"1683";"422-91-2838";0;25077
"1684";"222-52-4131";0;17496
"1685";"990-85-4250";0;29667
"1686";"991-69-2892";0;2369
"1687";"620-52-6486";447487;6242
"1688";"240-63-9297";0;534
"1689";"837-67-4382";0;15598
"1690";"248-61-6185";0;2082
"1691";"578-12-6370";0;21087
"1692";"408-54-1443";0;21316
"1693";"751-84-6552";480641;11077
"1694";"656-51-5437";0;6142
"1695";"769-51-3252";0;4288
"1696";"611-58-1484";781458;24989
"1697";"369-28-8215";0;12863
"1698";"625-88-6270";0;6849
"1699";"400-74-9792";0;9908
"1700";"591-23-2594";700719;3256
"1701";"684-70-8378";0;5297
"1702";"109-51-7403";0;5955
"1703";"551-29-9970";381409;8930
"1704";"237-64-3241";0;8964
"1705";"678-35-9959";582790;5943
"1706";"390-90-9501";0;1527
"1707";"451-91-4003";713401;14984
"1708";"925-63-6772";0;8096
"1709";"142-63-7716";0;4240
"1710";"540-65-2128";0;27660
"1711";"612-55-8239";0;2643
"1712";"401-29-3886";0;10344
"1713";"962-21-5912";211593;12109
"1714";"609-98-2404";0;16526
"1715";"444-21-1836";0;9150
"1716";"882-27-4757";0;23730
"1717";"160-74-5628";0;5752
"1718";"160-40-3582";592347;6869
"1719";"957-60-2839";0;15265
"1720";"998-69-8904";0;15804
"1721";"609-76-2989";0;2618
"1722";"949-39-4495";979489;10357
"1723";"733-53-2465";0;1612
"1724";"842-64-8311";177366;7606
"1725";"916-69-2332";0;10737
"1726";"462-93-5224";0;4360
"1727";"483-20-2427";1539795;8654
"1728";"532-97-9133";0;13531
"1729";"257-56-5370";0;30291
"1730";"726-33-3246";0;2153
"1731";"195-72-6659";288243;2775
"1732";"659-61-6955";0;3089
"1733";"312-68-6336";554886;6976
"1734";"399-53-8198";0;14092
"1735";"914-34-3356";0;22988
"1736";"485-83-1827";0;15575
"1737";"594-18-3229";0;24621
"1738";"959-31-2920";0;4640
"1739";"244-64-6000";0;3152
"1740";"338-87-1150";0;14412
"1741";"269-81-8178";949343;14293
"1742";"914-31-2130";0;6825
"1743";"705-49-9481";413262;4280
"1744";"470-87-2808";0;4340
"1745";"573-92-9850";723535;8014
"1746";"949-15-8951";0;3632
"1747";"947-66-3895";337999;25668
"1748";"802-31-4177";0;708
"1749";"930-76-2804";729825;5025
"1750";"756-14-8020";0;7282
"1751";"989-34-8722";0;31938
"1752";"600-66-3340";0;13086
"1753";"288-91-4518";431260;5469
"1754";"837-24-3239";0;5482
"1755";"562-26-4479";0;9562
"1756";"351-86-4505";751148;11401
"1757";"467-35-1815";359799;11509
"1758";"194-57-6250";0;10559
"1759";"228-31-6309";0;7858
"1760";"209-42-6923";935174;2992
"1761";"484-96-5342";314215;2741
"1762";"715-73-3310";0;10507
"1763";"672-31-5830";0;6665
"1764";"109-31-6715";0;3608
"1765";"224-26-8155";446465;7358
"1766";"604-63-3279";0;3879
"1767";"257-62-9767";833260;791
"1768";"358-71-5943";0;5537
"1769";"535-67-9339";575144;5220
"1770";"211-13-3781";468544;23180
"1771";"392-27-7938";392757;13089
"1772";"350-26-2693";0;3797
"1773";"700-26-5470";0;4144
"1774";"398-40-1942";0;7317
"1775";"523-62-6777";558408;5931
"1776";"510-69-8073";422917;9102
"1777";"626-14-9702";0;7751
"1778";"400-12-6125";0;6293
"1779";"655-40-8805";0;3091
"1780";"607-84-4701";0;1073
"1781";"302-92-7822";0;5857
"1782";"198-52-2947";0;7726
"1783";"614-83-2872";565291;6953
"1784";"184-49-4405";0;3981
"1785";"488-11-2103";0;7652
"1786";"822-55-7808";0;9054
"1787";"797-32-8026";0;16844
"1788";"868-71-2466";0;18256
"1789";"258-15-5959";0;5559
"1790";"584-12-4611";0;10816
"1791";"440-14-5619";0;21188
"1792";"231-47-3317";0;746
"1793";"186-67-1477";0;8728
"1794";"878-61-5764";0;23424
"1795";"679-24-4416";0;17285
"1796";"905-63-6349";474655;6650
"1797";"985-70-9205";0;17132
"1798";"966-91-3289";308124;16133
"1799";"673-10-2417";334427;6972
"1800";"558-42-1587";522795;8200
"1801";"462-19-3105";203370;11786
"1802";"326-11-5058";247997;9582
"1803";"233-21-8446";0;9825
"1804";"362-21-1134";258829;3596
"1805";"839-70-6177";0;8202
"1806";"667-42-9960";0;11827
"1807";"688-51-5613";0;11062
"1808";"189-12-4768";0;6085
"1809";"517-23-7783";0;2698
"1810";"479-99-7458";0;7670
"1811";"124-13-3421";0;678
"1812";"109-87-7567";452824;6379
"1813";"719-18-2326";0;9539
"1814";"982-98-8991";0;10120
"1815";"449-44-5282";0;15761
"1816";"884-84-6047";0;10788
"1817";"752-88-2405";676191;4622
"1818";"926-10-7497";535766;3049
"1819";"260-25-9789";0;22535
"1820";"591-29-6390";0;7616
"1821";"122-51-4887";256856;21361
"1822";"143-98-8681";0;11100
"1823";"790-97-1177";0;15223
"1824";"115-67-5970";0;8834
"1825";"971-31-7934";0;9752
"1826";"696-36-2382";0;16493
"1827";"744-81-9073";0;6034
"1828";"906-95-9999";0;6041
"1829";"124-58-8979";706360;4854
"1830";"328-51-6209";0;4477
"1831";"880-38-4043";918371;6350
"1832";"128-16-6234";0;6125
"1833";"130-66-5229";0;8329
"1834";"726-96-3458";0;14314
"1835";"442-33-2725";0;1720
"1836";"463-49-7498";658846;27744
"1837";"926-71-1562";0;12833
"1838";"149-59-5708";566022;1827
"1839";"919-16-2046";0;8546
"1840";"471-40-7190";0;11110
"1841";"966-39-4615";675950;6232
"1842";"227-92-6534";0;7446
"1843";"171-79-2291";0;18513
"1844";"652-46-8698";739237;3501
"1845";"845-13-8066";783028;4292
"1846";"123-53-2610";0;13096
"1847";"606-97-3046";0;10040
"1848";"808-70-9492";0;14721
"1849";"924-96-8262";149596;1926
"1850";"732-31-9837";473120;16662
"1851";"217-13-6718";190001;10511
"1852";"955-48-2397";0;17246
"1853";"223-88-2611";492882;9827
"1854";"575-40-5456";0;11518
"1855";"834-85-4913";531635;5129
"1856";"307-17-8017";633769;8636
"1857";"871-25-5391";0;5185
"1858";"460-92-8025";837069;8723
"1859";"739-52-6934";0;4546
"1860";"422-96-4647";422227;5766
"1861";"390-17-5899";0;2096
"1862";"563-87-8002";0;5425
"1863";"997-14-1604";0;19127
"1864";"785-34-7242";0;4553
"1865";"592-93-1420";0;24224
"1866";"244-18-9561";783426;6968
"1867";"756-24-6483";0;13128
"1868";"975-71-1935";0;7837
"1869";"335-72-4997";324402;1647
"1870";"897-77-8248";0;586
"1871";"791-18-8694";0;16820
"1872";"486-94-6338";532776;14295
"1873";"695-73-3840";0;14795
"1874";"608-96-3425";401269;6217
"1875";"379-66-1621";0;5354
"1876";"750-11-9804";0;7348
"1877";"231-33-1658";0;9119
"1878";"618-14-1060";0;1223
"1879";"454-98-9282";0;6382
"1880";"267-52-2166";595683;12677
"1881";"316-69-5535";928482;6940
"1882";"649-96-5211";215630;15208
"1883";"326-44-5584";0;14815
"1884";"588-41-6430";0;3151
"1885";"146-76-6199";0;10008
"1886";"490-25-5235";314799;22057
"1887";"997-34-1038";366697;11230
"1888";"952-39-4107";0;7965
"1889";"256-46-5267";0;13828
"1890";"426-64-2531";0;10807
"1891";"370-47-2122";389628;21437
"1892";"599-62-6586";0;14852
"1893";"214-58-9714";755933;7106
"1894";"839-36-2078";0;17188
"1895";"921-91-5590";0;1287
"1896";"248-75-5949";0;3538
"1897";"482-15-7845";0;9661
"1898";"324-98-5270";0;9215
"1899";"458-75-1365";0;3048
"1900";"711-59-4254";0;7404
"1901";"252-35-2718";0;411
"1902";"762-86-9373";0;4548
"1903";"501-86-4159";470539;4193
"1904";"549-31-6900";0;12791
"1905";"668-56-6787";0;6506
"1906";"816-82-3974";0;5817
"1907";"995-56-7034";783004;16507
"1908";"648-77-5141";382856;27849
"1909";"101-88-5738";427253;17354
"1910";"358-12-3098";0;5678
"1911";"790-50-1505";0;17169
"1912";"379-20-8047";0;10965
"1913";"180-74-8418";0;19200
"1914";"287-15-3911";0;27925
"1915";"410-16-7855";0;1029
"1916";"105-63-2637";465915;10310
"1917";"599-80-9606";531877;8381
"1918";"570-56-2351";0;1897
"1919";"417-61-6131";0;20267
"1920";"653-19-4270";0;7905
"1921";"329-54-9716";0;3800
"1922";"741-81-9342";0;9975
"1923";"697-55-5351";440618;16302
"1924";"126-90-4787";527735;24923
"1925";"352-86-9636";0;10449
"1926";"267-30-3756";154425;14071
"1927";"260-16-1401";0;6154
"1928";"350-10-3478";0;8512
"1929";"471-61-4584";0;2800
"1930";"121-64-9600";0;1808
"1931";"216-18-7176";0;4474
"1932";"743-41-4474";0;4214
"1933";"345-68-3734";0;1179
"1934";"434-42-9341";0;10518
"1935";"179-69-9156";800248;23415
"1936";"604-10-7867";221727;11823
"1937";"900-54-3555";0;11956
"1938";"879-49-5477";0;17087
"1939";"443-95-3796";0;15803
"1940";"715-94-1048";898410;5967
"1941";"407-69-3880";0;5894
"1942";"764-33-2217";0;7729
"1943";"128-90-8868";350644;19528
"1944";"392-51-1727";0;1575
"1945";"442-72-3167";0;7287
"1946";"552-60-3917";0;6721
"1947";"251-77-3133";0;3776
"1948";"915-86-1508";615066;15689
"1949";"520-84-3028";324302;4653
"1950";"759-30-4766";725552;1463
"1951";"555-64-2055";0;10621
"1952";"992-83-5409";0;13019
"1953";"224-49-9032";0;9541
"1954";"490-37-1411";771838;1683
"1955";"468-50-4914";0;10022
"1956";"322-57-3382";0;6412
"1957";"801-64-9251";391842;803
"1958";"390-87-7263";0;20855
"1959";"652-17-1031";0;15440
"1960";"778-38-3815";0;5063
"1961";"143-30-3174";0;3797
"1962";"381-29-8443";0;16083
"1963";"830-27-6337";717760;17753
"1964";"164-10-7898";0;21660
"1965";"427-75-3730";0;13315
"1966";"347-66-3351";0;8614
"1967";"513-45-6060";0;8418
"1968";"852-50-6569";411340;5666
"1969";"472-22-6536";0;29627
"1970";"698-78-8270";0;5427
"1971";"960-63-9112";469435;1859
"1972";"301-54-4511";560180;4392
"1973";"312-97-9860";0;5357
"1974";"514-12-4826";0;9070
"1975";"738-15-6270";507222;9113
"1976";"998-76-9102";0;10239
"1977";"194-11-4187";0;1955
"1978";"260-80-1195";0;9496
"1979";"696-85-4047";603247;5763
"1980";"357-27-9501";371928;966
"1981";"672-47-1544";0;12774
"1982";"362-99-9263";292861;5754
"1983";"815-34-9378";367581;10459
"1984";"696-66-2347";0;12985
"1985";"418-13-6401";514945;1145
"1986";"776-90-2264";371944;12266
"1987";"220-28-4645";420659;7312
"1988";"803-28-9346";0;7038
"1989";"995-80-2449";0;8027
"1990";"774-61-4555";0;3487
"1991";"814-20-8880";459126;19840
"1992";"326-28-9437";0;1663
"1993";"909-37-2929";0;12094
"1994";"188-40-2207";0;16611
"1995";"145-92-5364";0;6790
"1996";"440-23-2228";0;5117
"1997";"847-94-7965";837189;1336
"1998";"127-86-1927";0;4135
"1999";"916-92-3932";0;4011
"2000";"970-19-6014";391890;16376
"2001";"909-47-9619";391412;887
"2002";"544-55-3554";0;3460
"2003";"192-81-4812";0;14037
"2004";"130-74-8763";0;4103
"2005";"360-91-4020";0;7754
"2006";"375-94-1960";273448;10882
"2007";"145-48-9281";0;12354
"2008";"238-93-4872";0;3551
"2009";"855-56-2450";297337;6304
"2010";"302-89-8183";268957;13504
"2011";"681-19-9229";0;4519
"2012";"543-13-7705";0;12135
"2013";"554-28-7206";289281;654
"2014";"205-73-1321";0;12695
"2015";"962-37-2144";0;8502
"2016";"558-49-8300";886696;7637
"2017";"626-49-1384";319137;3651
"2018";"557-19-7503";651999;5972
"2019";"326-31-9232";441587;3230
"2020";"566-63-2375";0;11704
"2021";"357-50-9288";490848;13108
"2022";"594-68-1749";0;28197
"2023";"727-36-1321";500817;1793
"2024";"940-13-7422";0;8272
"2025";"485-62-8225";0;4713
"2026";"302-86-7249";428752;9559
"2027";"631-46-4758";0;8309
"2028";"788-23-1570";0;11228
"2029";"345-10-4388";456222;1599
"2030";"496-34-7086";333497;2241
"2031";"866-87-4783";0;19138
"2032";"414-94-7289";340768;10289
"2033";"378-13-7142";0;9422
"2034";"790-68-4187";450639;3418
"2035";"338-37-5077";138046;3891
"2036";"886-36-7423";497716;3367
"2037";"369-45-9351";0;10877
"2038";"541-49-2738";0;14157
"2039";"563-85-8910";0;10690
"2040";"341-37-5717";0;3861
"2041";"366-55-3134";0;7839
"2042";"777-14-3377";0;9113
"2043";"235-40-2820";0;12645
"2044";"272-35-9958";0;6785
"2045";"707-55-2627";403691;7376
"2046";"143-87-1503";0;24024
"2047";"472-54-2526";311376;10193
"2048";"728-93-7857";253327;10086
"2049";"120-32-2829";354213;10274
"2050";"651-52-4869";0;20789
"2051";"213-65-1576";0;9452
"2052";"376-45-9397";0;8105
"2053";"693-17-7838";0;10107
"2054";"877-25-2254";0;2689
"2055";"147-68-4771";0;14705
"2056";"739-51-2176";0;1808
"2057";"470-26-4183";609335;14327
"2058";"461-61-4034";0;9288
"2059";"369-32-3461";342049;11575
"2060";"315-61-7945";415285;1465
"2061";"110-73-5551";297483;3485
"2062";"815-42-3055";0;10919
"2063";"830-44-5784";0;4088
"2064";"693-97-1074";0;620
"2065";"235-98-8157";0;2003
"2066";"340-39-3083";0;2809
"2067";"932-16-3438";1085762;12498
"2068";"396-95-4348";0;17627
"2069";"226-49-1530";265715;17980
"2070";"793-33-2968";0;9197
"2071";"243-80-8835";0;1481
"2072";"502-78-6794";0;16651
"2073";"408-89-9883";417038;16150
"2074";"284-59-7876";0;5727
"2075";"884-36-9754";0;4718
"2076";"327-89-2163";0;9043
"2077";"796-65-7642";332336;3195
"2078";"287-40-9866";0;4043
"2079";"718-10-5246";0;2151
"2080";"603-13-1826";0;6204
"2081";"475-27-6673";0;15935
"2082";"659-27-3103";290946;8964
"2083";"517-40-7306";0;8542
"2084";"206-19-7270";0;31040
"2085";"691-43-9052";0;2543
"2086";"432-51-7210";1322959;12680
"2087";"152-94-8659";0;6976
"2088";"797-90-2819";0;7276
"2089";"954-73-2570";0;6909
"2090";"658-70-5462";145883;14663
"2091";"110-26-6064";446009;4102
"2092";"130-25-4632";0;5060
"2093";"522-70-9752";587660;657
"2094";"399-82-7031";0;12922
"2095";"202-88-4018";0;2103
"2096";"708-52-7162";0;4825
"2097";"481-53-1616";0;777
"2098";"382-13-1667";0;1782
"2099";"409-66-4796";0;21980
"2100";"582-87-1352";0;15630
"2101";"418-41-2543";0;11171
"2102";"953-53-6566";236891;2129
"2103";"656-51-9161";0;11102
"2104";"690-53-5637";0;17318
"2105";"981-47-5495";0;6681
"2106";"843-83-9357";0;8525
"2107";"647-70-6658";0;13157
"2108";"766-23-7111";0;7067
"2109";"939-29-1794";0;9658
"2110";"952-77-4008";1017481;11199
"2111";"150-36-1359";287176;5865
"2112";"729-25-6639";0;8696
"2113";"704-16-9701";0;13295
"2114";"459-97-4372";0;16451
"2115";"469-38-6599";0;13297
"2116";"672-33-2347";0;5091
"2117";"723-16-5362";0;5838
"2118";"716-37-5122";0;18944
"2119";"160-80-8828";0;14036
"2120";"495-63-1097";295919;13350
"2121";"785-37-5612";0;5555
"2122";"141-88-7285";0;13650
"2123";"933-94-6396";0;10633
"2124";"399-49-4458";641808;14361
"2125";"636-22-4695";0;8627
"2126";"259-57-2712";0;6322
"2127";"273-99-8839";0;2286
"2128";"754-93-2900";0;7873
"2129";"896-84-5745";437229;6470
"2130";"928-46-7342";0;6240
"2131";"997-40-7829";0;7197
"2132";"779-14-2083";0;3861
"2133";"543-48-1051";0;15209
"2134";"722-55-7699";394136;7970
"2135";"668-86-8119";395589;8553
"2136";"292-49-5234";0;1647
"2137";"739-49-9790";0;1549
"2138";"998-75-2106";0;23175
"2139";"765-37-8577";0;14669
"2140";"548-37-6118";0;11288
"2141";"297-52-3881";0;6413
"2142";"582-36-3175";0;4410
"2143";"739-67-9875";410198;12598
"2144";"920-24-8772";0;17972
"2145";"757-30-5599";0;3810
"2146";"778-52-1437";0;4313
"2147";"643-13-3786";0;29677
"2148";"956-85-2514";0;11653
"2149";"167-66-6675";705594;16930
"2150";"687-60-7026";0;36941
"2151";"971-19-9516";0;6332
"2152";"483-50-1760";0;13445
"2153";"972-46-1827";0;4697
"2154";"396-98-8043";0;4728
"2155";"999-37-5713";0;8242
"2156";"576-10-7319";0;11437
"2157";"447-66-2337";0;4959
"2158";"878-23-2459";0;1767
"2159";"116-91-5476";0;1476
"2160";"500-96-1430";0;12191
"2161";"194-77-6395";343002;27198
"2162";"412-39-4195";190166;16255
"2163";"272-50-9212";0;7393
"2164";"846-43-2375";0;19583
"2165";"456-20-1096";0;20617
"2166";"614-95-1216";0;3169
"2167";"809-72-2592";0;20525
"2168";"855-10-9978";0;5344
"2169";"223-88-3493";0;7368
"2170";"640-64-6225";731653;3050
"2171";"686-57-9353";0;20475
"2172";"477-43-9588";520016;16866
"2173";"198-38-5934";304354;7428
"2174";"861-79-3915";0;3044
"2175";"914-77-6497";0;9467
"2176";"806-89-6834";0;5345
"2177";"452-29-6568";0;20509
"2178";"263-58-6232";0;7773
"2179";"556-69-6423";0;28025
"2180";"874-23-8255";0;7086
"2181";"508-99-5559";0;5346
"2182";"602-56-8607";0;19886
"2183";"918-16-3702";646247;10475
"2184";"266-60-3191";0;5991
"2185";"358-44-6430";0;10586
"2186";"668-27-1998";0;437
"2187";"293-90-6711";0;7169
"2188";"131-46-7512";0;673
"2189";"813-85-7400";892397;5618
"2190";"134-52-5397";0;2334
"2191";"916-99-3762";0;2935
"2192";"296-85-4578";0;7277
"2193";"636-46-7894";402949;26975
"2194";"748-71-6042";390050;10122
"2195";"917-60-3286";0;10162
"2196";"585-64-3092";230006;6099
"2197";"775-25-7568";356659;2479
"2198";"277-47-9310";0;18829
"2199";"679-38-6078";740402;32110
"2200";"694-64-2426";959457;7441
"2201";"108-13-8763";0;4100
"2202";"381-10-5567";1090985;7228
"2203";"860-84-5441";410723;2329
"2204";"417-30-1079";0;12121
"2205";"600-84-5180";114252;4952
"2206";"921-57-2481";0;23590
"2207";"303-91-2823";0;3207
"2208";"945-18-4754";0;11531
"2209";"826-33-9907";0;2012
"2210";"566-88-7003";517462;1801
"2211";"814-12-1233";0;12202
"2212";"414-53-4225";0;20659
"2213";"283-60-8247";0;10108
"2214";"742-11-1529";0;2930
"2215";"575-86-4006";460545;24278
"2216";"204-98-4550";0;9340
"2217";"137-50-1250";0;4188
"2218";"695-45-8494";0;7854
"2219";"800-29-7246";0;4613
"2220";"830-77-6764";921634;8917
"2221";"401-86-2060";0;223
"2222";"933-98-7004";428637;9035
"2223";"363-10-4160";254795;7733
"2224";"511-91-9101";0;9206
"2225";"321-69-4599";0;14271
"2226";"815-12-2036";0;11194
"2227";"631-12-8243";0;11128
"2228";"328-14-5983";0;6114
"2229";"205-99-4892";0;11243
"2230";"117-66-9219";598070;11714
"2231";"948-37-3729";569642;26736
"2232";"372-12-3962";0;6306
"2233";"864-13-8704";0;1948
"2234";"932-87-8764";0;4462
"2235";"763-39-6875";0;23747
"2236";"535-65-6465";0;1930
"2237";"782-85-9642";0;2668
"2238";"499-94-1635";0;3593
"2239";"987-87-7025";0;5793
"2240";"301-99-1916";0;31851
"2241";"808-51-3657";530289;3050
"2242";"942-11-5826";0;727
"2243";"809-50-8774";0;7485
"2244";"890-33-9681";477713;9879
"2245";"949-74-3532";0;9819
"2246";"580-43-7996";726636;4250
"2247";"582-45-6656";405504;8577
"2248";"397-36-7187";0;4074
"2249";"606-59-4478";320864;1001
"2250";"429-90-8014";0;7546
"2251";"830-38-3352";0;5444
"2252";"811-53-8175";0;15653
"2253";"426-84-8869";0;3961
"2254";"658-44-5281";0;6111
"2255";"691-83-7707";0;18061
"2256";"486-17-9386";0;20684
"2257";"522-27-1487";0;1486
"2258";"847-28-7645";0;5947
"2259";"318-31-7493";0;9826
"2260";"385-80-1183";0;6389
"2261";"806-58-3171";0;9033
"2262";"193-74-4472";0;6564
"2263";"802-37-2613";0;25132
"2264";"804-88-4001";0;8766
"2265";"254-37-1918";425171;11612
"2266";"235-91-9671";0;3521
"2267";"791-56-9217";0;11008
"2268";"123-96-3470";0;10940
"2269";"800-20-2216";0;15876
"2270";"180-58-2482";0;5461
"2271";"133-57-7510";307489;2721
"2272";"815-84-7503";797943;11747
"2273";"269-88-1353";0;1827
"2274";"663-63-4718";0;6155
"2275";"435-55-5655";0;10302
"2276";"778-87-1069";0;9281
"2277";"395-92-4888";804765;2348
"2278";"847-47-9875";0;6314
"2279";"304-34-9411";0;2171
"2280";"951-97-5617";0;6370
"2281";"834-38-6043";0;1781
"2282";"959-36-3868";0;7218
"2283";"695-88-3850";297500;11482
"2284";"169-43-7956";532287;1718
"2285";"708-98-9340";0;2856
"2286";"212-32-9014";578015;10756
"2287";"303-36-7123";419589;8513
"2288";"990-28-7261";0;5885
"2289";"540-90-5195";383211;15489
"2290";"668-91-2304";0;8217
"2291";"554-42-8747";0;5101
"2292";"203-61-2897";491552;3348
"2293";"763-52-8352";0;5359
"2294";"260-40-1604";0;14547
"2295";"518-51-2625";0;17298
"2296";"674-93-5265";0;6605
"2297";"886-98-4043";0;7966
"2298";"630-96-1740";0;3180
"2299";"862-70-9670";573081;14316
"2300";"546-67-1692";0;8281
"2301";"655-80-7654";0;24807
"2302";"724-24-4542";0;6071
"2303";"193-71-2941";0;8283
"2304";"256-38-4034";0;13328
"2305";"368-57-5011";619406;14044
"2306";"133-39-9723";0;18122
"2307";"270-32-7364";0;17120
"2308";"295-77-5872";0;1565
"2309";"777-83-1785";0;10442
"2310";"312-23-5618";285868;2164
"2311";"815-57-6360";0;5570
"2312";"919-39-8169";550659;2452
"2313";"433-93-6553";0;13200
"2314";"755-22-1022";0;12641
"2315";"997-14-5552";0;17282
"2316";"688-44-2364";0;19357
"2317";"812-49-3854";291128;10277
"2318";"133-87-7986";0;6398
"2319";"589-10-7450";642421;9161
"2320";"577-27-4841";318335;6266
"2321";"859-17-7505";604643;11756
"2322";"546-20-2248";0;3267
"2323";"960-19-6584";0;10567
"2324";"405-94-2185";0;5916
"2325";"662-75-9187";0;3362
"2326";"294-63-7361";0;5540
"2327";"796-81-1086";0;5613
"2328";"105-11-5919";0;4938
"2329";"297-13-9058";0;21272
"2330";"268-22-5660";791254;21242
"2331";"818-57-2988";816472;9495
"2332";"130-68-8070";370048;1521
"2333";"975-48-1393";568349;3353
"2334";"158-88-2296";372138;6781
"2335";"874-61-5269";293897;2183
"2336";"556-15-3512";0;1796
"2337";"637-64-6596";0;14249
"2338";"783-87-1097";0;7964
"2339";"185-82-1625";0;18324
"2340";"334-87-6225";0;19273
"2341";"755-47-8055";0;14118
"2342";"803-49-4817";0;11565
"2343";"345-98-3255";684824;7551
"2344";"201-32-2305";0;3107
"2345";"722-51-1179";0;16776
"2346";"736-61-8657";0;7445
"2347";"956-50-1105";0;12060
"2348";"482-62-5091";522659;10931
"2349";"303-20-9143";0;8326
"2350";"822-16-4452";0;7556
"2351";"284-66-7978";578187;5924
"2352";"932-33-7952";0;3195
"2353";"803-38-1537";727682;4597
"2354";"964-24-2374";0;23304
"2355";"794-99-1063";0;15686
"2356";"305-18-7233";640802;8612
"2357";"449-31-5178";0;13939
"2358";"625-15-3196";291021;8249
"2359";"808-64-3495";0;16750
"2360";"590-49-3196";228118;8012
"2361";"931-41-9076";0;15473
"2362";"494-90-4667";0;16069
"2363";"837-88-9974";0;12956
"2364";"376-46-8609";0;14907
"2365";"710-11-4712";0;6738
"2366";"943-11-5423";862179;11953
"2367";"231-39-4032";440704;11895
"2368";"912-78-2454";0;9654
"2369";"627-38-9028";0;16627
"2370";"331-74-2068";766144;6426
"2371";"778-87-7957";0;7764
"2372";"617-50-3539";0;4511
"2373";"683-80-6264";347918;5089
"2374";"833-64-6792";225967;4493
"2375";"764-50-1389";576486;10355
"2376";"236-70-9290";384546;6753
"2377";"141-22-7223";0;14523
"2378";"477-23-4215";0;9033
"2379";"639-51-5751";0;7230
"2380";"493-70-9166";0;5420
"2381";"309-92-1988";0;6363
"2382";"527-72-1532";0;1301
"2383";"671-27-3838";0;5830
"2384";"964-76-7406";0;17475
"2385";"995-79-6043";0;12214
"2386";"966-87-1388";448597;15196
"2387";"263-12-1396";0;5534
"2388";"255-47-9741";0;5542
"2389";"891-18-9008";0;20587
"2390";"438-91-1404";0;11870
"2391";"723-83-5088";0;5377
"2392";"407-91-4238";526257;5685
"2393";"740-34-4475";0;21402
"2394";"359-32-3125";0;9703
"2395";"906-63-1441";0;3896
"2396";"489-96-1010";0;18568
"2397";"931-43-3174";0;27969
"2398";"301-37-9928";0;3083
"2399";"140-55-9024";462183;5638
"2400";"279-24-4320";0;2036
"2401";"961-52-7918";0;13419
"2402";"258-53-5735";499253;5282
"2403";"617-37-8566";0;10011
"2404";"179-94-5732";0;1715
"2405";"619-76-3303";0;15179
"2406";"956-95-4009";0;5542
"2407";"757-46-3221";0;9233
"2408";"849-46-9015";458601;3038
"2409";"832-59-1703";0;16257
"2410";"832-85-2063";0;7455
"2411";"515-12-2897";0;7416
"2412";"792-46-1430";0;3736
"2413";"767-37-6736";0;10540
"2414";"933-74-1116";0;4357
"2415";"978-77-7149";0;11134
"2416";"906-71-5509";718728;11669
"2417";"525-79-5993";0;1656
"2418";"340-40-3521";0;3375
"2419";"808-91-7589";616374;7144
"2420";"924-25-5675";0;11850
"2421";"434-10-7034";0;2193
"2422";"362-46-5711";253389;30370
"2423";"759-74-8992";0;18586
"2424";"764-83-1796";0;20694
"2425";"594-57-8953";0;14442
"2426";"825-35-2521";564309;8480
"2427";"466-52-7117";0;6609
"2428";"704-22-4936";0;13058
"2429";"374-83-9495";422376;6699
"2430";"206-10-9923";1219227;10223
"2431";"245-69-2260";0;4238
"2432";"226-16-8699";0;3337
"2433";"390-83-5274";0;29390
"2434";"504-44-5386";956699;16053
"2435";"288-52-2273";379595;2632
"2436";"366-30-6851";0;21353
"2437";"326-18-8223";0;11607
"2438";"127-74-9723";285917;6524
"2439";"970-83-7515";148270;5074
"2440";"344-49-4939";0;17206
"2441";"172-23-5765";513725;12250
"2442";"682-46-6827";0;18176
"2443";"351-22-1395";0;7760
"2444";"726-51-8792";0;8663
"2445";"539-50-5371";0;5693
"2446";"700-64-7308";0;3726
"2447";"895-16-7886";0;11455
"2448";"822-66-1388";345440;20530
"2449";"246-34-2221";747194;16568
"2450";"176-66-5155";0;32511
"2451";"781-45-5533";403641;3271
"2452";"781-30-7999";505095;7040
"2453";"240-56-7276";0;2278
"2454";"511-77-3418";0;14693
"2455";"468-53-8971";0;12081
"2456";"713-22-3119";0;6804
"2457";"765-13-4192";0;12973
"2458";"410-82-2383";0;8353
"2459";"941-45-2111";479073;5117
"2460";"973-85-9331";0;6562
"2461";"221-56-9489";486554;3124
"2462";"575-25-5579";0;7607
"2463";"267-15-1037";0;18335
"2464";"441-83-9211";689025;4867
"2465";"418-19-5367";0;9107
"2466";"930-32-6586";0;18542
"2467";"779-66-2825";0;3327
"2468";"608-48-3104";0;26189
"2469";"862-54-3182";893567;6665
"2470";"387-42-8720";783320;5095
"2471";"854-29-8597";0;994
"2472";"942-41-5805";0;3925
"2473";"164-17-3172";0;6075
"2474";"673-79-8787";0;17543
"2475";"124-35-8133";0;5589
"2476";"197-35-5856";0;11626
"2477";"611-48-6472";495780;14266
"2478";"115-35-9941";0;4821
